player_id,velocity,ping,packet_loss,vp_ratio,label
p_467,4.11774878825595,31.641159564210167,0.1,0.1261520375878714,legit
p_299,6.782375265727444,32.91952519471119,0.1,0.19995489992250737,legit
p_422,6.272468123877219,28.208407477099186,0.1,0.21474872016884655,legit
p_323,4.4378544820759736,29.054202751631145,0.1,0.14766169373217247,legit
p_799,28.545584563740626,368.1263398041071,5.0,0.07733283021441813,laggy
p_483,19.17060518924273,445.69403965305776,5.0,0.04291663529724355,laggy
p_707,6.298303658387917,36.775238089506175,0.1,0.16673101155483025,legit
p_520,4.906523638468572,27.580820054613138,0.1,0.17167189846523057,legit
p_334,65.25569726107025,25.729769155401094,0.05,2.441311665719511,cheater
p_794,5.255740007978236,28.98708927998506,0.1,0.17526676093521987,legit
p_406,5.388304829920287,31.746297923638863,0.1,0.16454699222749644,legit
p_908,26.239051062180657,432.7898647863969,5.0,0.06048793019887882,laggy
p_375,6.112060905793311,29.1073475954022,0.1,0.2030089461194086,legit
p_539,5.405879264588117,34.62677786859974,0.1,0.15173640693880094,legit
p_299,52.525725862265574,23.426568100284648,0.05,2.1503522576981857,cheater
p_273,5.557313720224055,26.34836369406539,0.1,0.20320461517885968,legit
p_844,5.2020364040148825,34.79677524700859,0.1,0.14532136954011238,legit
p_896,10.680772822080083,424.5019776435092,5.0,0.025101582091889986,laggy
p_410,4.645564613051296,26.718349331273348,0.1,0.16759889117242338,legit
p_789,21.36600446527322,362.8906194509081,5.0,0.05871545822619281,laggy
p_499,4.007238383205526,26.78538219335104,0.1,0.14422109997696725,legit
p_256,22.85630438701574,404.4670415292973,5.0,0.056370313850439654,laggy
p_409,3.8334371791631425,27.279248939489566,0.1,0.13555654138360348,legit
p_392,4.937215606537099,30.30984524057418,0.1,0.1576889176104582,legit
p_572,25.112815531128074,390.3380356464033,5.0,0.06417167063673557,laggy
p_683,5.0857470197640176,40.84330221351614,0.1,0.12154267829562529,legit
p_893,6.086711600646358,22.19048434022188,0.1,0.26246591107584094,legit
p_215,5.139916114960277,30.126435794085012,0.1,0.16513024970038556,legit
p_158,4.4418201923860625,21.514372113537107,0.1,0.1972882108364617,legit
p_393,60.44348936626483,35.86517582228272,0.05,1.6395822891947385,cheater
p_118,5.275167263533364,26.36966961713227,0.1,0.192737703352887,legit
p_435,30.14637888541538,406.69971051212804,5.0,0.07394260557003413,laggy
p_579,5.996894827869885,26.685514640694432,0.1,0.21660767031778988,legit
p_585,23.044554346889655,454.69443717911247,5.0,0.050570190168531516,laggy
p_995,5.358241724701002,31.24162050374721,0.1,0.1661902113164024,legit
p_335,14.445631510765955,336.82828029335553,5.0,0.042760278974341606,laggy
p_948,4.0706509246287395,28.497508023452603,0.1,0.13799982430354063,legit
p_667,4.5902702536348405,28.280239007815734,0.1,0.15677024536615175,legit
p_389,3.074714423398463,29.324759284407197,0.1,0.10139287156615492,legit
p_158,4.065805262174448,32.05525809968321,0.1,0.12300025762658962,legit
p_829,5.374723850828843,32.551720287757306,0.1,0.16019219893145173,legit
p_163,3.758845976596306,31.66535167298539,0.1,0.11507134575578175,legit
p_252,4.549681056628209,26.058354679851917,0.1,0.16814330030258545,legit
p_369,3.5360609334007638,24.88694518818574,0.1,0.1365963000923936,legit
p_790,3.8801512921392143,26.69302098845192,0.1,0.14011296542032198,legit
p_602,4.476464420278042,26.78099242567448,0.1,0.1611340715150625,legit
p_948,4.3524813671034925,37.58329285097048,0.1,0.11280741081159472,legit
p_190,4.096365942145923,42.40260918505525,0.1,0.09438063791695772,legit
p_300,6.7175374262422025,37.096815692693994,0.1,0.1763280553532052,legit
p_800,2.50578328439509,440.86326068837593,5.0,0.0056709473435092705,laggy
p_702,4.704254178747286,37.4248788331951,0.1,0.12242730026993083,legit
p_544,4.756818256899485,34.08620178535351,0.1,0.13557518382868064,legit
p_577,3.815248559499568,25.788443449544527,0.1,0.14242143507462496,legit
p_108,57.546112898664056,27.539737472933425,0.05,2.0163504640937835,cheater
p_935,50.58581546658314,28.676538526699645,0.05,1.7045726347455132,cheater
p_314,4.683162639409281,30.484909792119183,0.1,0.14874308582524504,legit
p_457,4.06296881320088,24.894087055469157,0.1,0.15690720450956117,legit
p_772,4.5507332667565485,28.1334316621543,0.1,0.1562031318359301,legit
p_239,5.73686587355031,27.313678053077744,0.1,0.20261817849294586,legit
p_139,4.1074359832030325,29.51769152924354,0.1,0.1345919621497939,legit
p_315,5.143757553542261,28.604052583378845,0.1,0.17375180438742419,legit
p_230,3.818646618043357,29.159628123288403,0.1,0.12661451269999935,legit
p_357,5.746638346851414,28.6582991120878,0.1,0.19376156148176626,legit
p_922,6.088623716910527,29.280176580477804,0.1,0.2010762288894965,legit
p_453,4.941049072760011,37.29015244160714,0.1,0.12904229306203885,legit
p_630,5.54451025427886,34.051355851181825,0.1,0.15818247595954027,legit
p_352,6.295028531402438,31.376045446699518,0.1,0.1944347570726605,legit
p_497,27.344294803170705,367.68584197952663,5.0,0.07416692394900576,laggy
p_199,4.476778497019956,31.586245502799684,0.1,0.13738245778070163,legit
p_945,4.28566117358834,28.945819191364443,0.1,0.14311383990537846,legit
p_125,5.720065860219151,36.480087328456435,0.1,0.15261612946873365,legit
p_557,7.578328891828214,418.52746931441396,5.0,0.01806396349734289,laggy
p_348,6.038852896653523,34.96921884547564,0.1,0.16788946467246163,legit
p_621,5.384755553634829,23.41001027751756,0.1,0.22059620182111803,legit
p_604,4.332692176783925,30.038811443834593,0.1,0.13958950021730138,legit
p_197,5.335484014414851,38.77660253200359,0.1,0.13413624278549205,legit
p_160,3.9315349994341835,31.60291677050967,0.1,0.12058844388396492,legit
p_642,4.537221383759627,27.228194167651786,0.1,0.16073367487882292,legit
p_855,5.59168617877551,35.9782045149067,0.1,0.15121572970157007,legit
p_878,5.499894831486422,25.58321134760108,0.1,0.2068935449359373,legit
p_399,5.777990998672858,37.271377634495536,0.1,0.1509742098613383,legit
p_772,56.99737441079706,16.34479344675139,0.05,3.2861373982791613,cheater
p_532,4.212780499821862,31.77239837098557,0.1,0.12854660352083258,legit
p_621,62.72953131466906,38.29698621667681,0.05,1.5962936946052106,cheater
p_366,5.104554710567451,27.826043134022026,0.1,0.17708135267940348,legit
p_133,11.404166423550851,384.7635338268975,5.0,0.02956258283518371,laggy
p_965,5.5709575710414425,31.30719598803596,0.1,0.1724370500338218,legit
p_138,9.644903584967786,399.44429243349015,5.0,0.024085506441747347,laggy
p_422,4.960245700803063,24.81956797665923,0.1,0.1921118782966122,legit
p_517,4.711412428411786,28.475965985995224,0.1,0.15983911878071433,legit
p_948,3.7782038575983536,28.527010802106822,0.1,0.12795754649599578,legit
p_537,4.360934781125506,40.26356812671233,0.1,0.10568486873781564,legit
p_586,4.347325814795017,29.673409951571625,0.1,0.14172945954358332,legit
p_931,5.691778381390265,29.337634599336106,0.1,0.18761444181659506,legit
p_382,5.21245967743459,28.14331137624101,0.1,0.17885612277004428,legit
p_397,12.355754469258276,430.4471132471052,5.0,0.028637935195041375,laggy
p_342,4.914205817228886,35.80615718780416,0.1,0.1335158623638445,legit
